customer_id,first_name,last_name,customer_type,b2b_flag,account_type,loyalty_id,tax_id,payment_terms,credit_limit,parent_customer_id,is_active_flag,date_opened,manor_or_quarter,holdfast_name,town_or_keep,realm,status
7430,Arya,Royce,Consumer,False,Standard,,,Prepaid,,,True,2024-05-31,Market Quarter,Garden Terrace,Gulltown,Iron Islands,Active
7431,Arya,Snow,Consumer,False,Standard,LP-273259,,Prepaid,,,True,2024-08-11,Garden Terrace,North Gate,Highgarden,The Westerlands,Active
7432,Bran,Manderly,Consumer,False,Standard,LP-845101,,Prepaid,,,True,2025-01-20,Harbor Ward,North Gate,Oldtown,The Vale,Active
7433,Robb,Rivers,Consumer,False,Loyalty,LP-506067,,Prepaid,,,True,2024-06-18,Citadel Ward,South Keep,King's Landing,Crownlands,Active
7434,Cersei,Lannister,Consumer,False,Loyalty,LP-924378,,Prepaid,,,True,2025-08-30,Citadel Ward,South Keep,Oldtown,The Westerlands,Active
7435,Lyanna,Storm,Consumer,False,Standard,,,Prepaid,,,True,2025-08-31,King's Road District,South Keep,Lannisport,The Reach,Active
7436,Samwell,Sand,Consumer,False,Loyalty,LP-302210,,Prepaid,,,True,2025-01-05,Citadel Ward,West Market,Oldtown,Iron Islands,Active
7437,Gilly,Stark,Consumer,False,Standard,LP-195227,,Prepaid,,,True,2024-06-18,Garden Terrace,South Keep,King's Landing,The Stormlands,Active
7438,Grey,Snow,Consumer,False,Standard,LP-235788,,Prepaid,,,True,2025-07-08,Market Quarter,Harbor Ward,Lannisport,The Reach,Active
7439,Cersei,Hill,Consumer,False,Loyalty,LP-905620,,Prepaid,,,True,2025-05-19,Oldtown Harbor,Harbor Ward,Oldtown,The Vale,Active
7440,Daenerys,Lannister,Consumer,False,Loyalty,LP-691523,,Prepaid,,,True,2024-05-02,Oldtown Harbor,North Gate,White Harbor,The Riverlands,Active
7441,Cersei,Payne,Consumer,False,Loyalty,LP-986766,,Prepaid,,,True,2025-06-28,Garden Terrace,Garden Terrace,Gulltown,The Westerlands,Active
7442,Lyanna,Greyjoy,Consumer,False,Standard,LP-449654,,Prepaid,,,True,2025-06-19,Garden Terrace,North Gate,White Harbor,Dorne,Active
7443,Cersei,Bolton,Consumer,False,Loyalty,LP-980933,,Prepaid,,,True,2025-06-27,Citadel Ward,North Gate,White Harbor,The North,Active
7444,Jon,Tully,Consumer,False,Loyalty,LP-558046,,Prepaid,,,True,2024-05-13,Market Quarter,Harbor Ward,Oldtown,The North,Active
7445,Oberyn,Arryn,Consumer,False,Loyalty,,,Prepaid,,,True,2025-02-13,King's Road District,Garden Terrace,Gulltown,The North,Active
7446,Jon,Tully,Consumer,False,Loyalty,LP-744569,,Prepaid,,,True,2025-04-16,Market Quarter,Garden Terrace,King's Landing,Iron Islands,Active
7447,Arya,Stark,Consumer,False,Standard,LP-673617,,Prepaid,,,True,2025-07-21,Citadel Ward,Garden Terrace,White Harbor,The North,Active
7448,Gilly,Clegane,Consumer,False,Standard,LP-789092,,Prepaid,,,True,2024-05-22,Garden Terrace,West Market,Highgarden,Iron Islands,Active
7449,Robb,,Consumer,False,Loyalty,LP-280534,,Prepaid,,,True,2024-12-01,Market Quarter,South Keep,Oldtown,The Vale,Active
7450,Gendry,Karstark,Consumer,False,Loyalty,,,Prepaid,,,True,2024-10-14,Harbor Ward,Garden Terrace,King's Landing,The Stormlands,Active
7451,Gilly,Tully,Consumer,False,Loyalty,LP-519917,,Prepaid,,,True,2024-12-21,King's Road District,Harbor Ward,King's Landing,The Vale,Active
7452,Missandei,,Consumer,False,Standard,LP-174349,,Prepaid,,,True,2024-06-28,Garden Terrace,East Rampart,Lannisport,The North,Active
7453,Catelyn,Storm,Consumer,False,Loyalty,LP-406267,,Prepaid,,,True,2025-03-29,Harbor Ward,East Rampart,Oldtown,Crownlands,Active
7454,Gendry,Dayne,Consumer,False,Standard,LP-967153,,Prepaid,,,True,2024-11-22,Garden Terrace,North Gate,Lannisport,Iron Islands,Active
7455,Brienne,Payne,Consumer,False,Standard,,,Prepaid,,,True,2025-09-03,Market Quarter,East Rampart,Highgarden,Dorne,Active
7456,Olenna,Karstark,Consumer,False,Loyalty,LP-249582,,Prepaid,,,True,2024-06-07,Oldtown Harbor,West Market,Highgarden,The Stormlands,Active
7457,Ned,Frey,Consumer,False,Loyalty,LP-915649,,Prepaid,,,True,2024-12-14,King's Road District,North Gate,Oldtown,Iron Islands,Active
7458,Sandor,Rivers,Consumer,False,Loyalty,,,Prepaid,,,True,2025-04-19,Oldtown Harbor,East Rampart,Gulltown,The Riverlands,Active
7459,Robb,Snow,Consumer,False,Standard,LP-816981,,Prepaid,,,True,2025-04-14,Market Quarter,Harbor Ward,King's Landing,The Stormlands,Active
7460,Sandor,Targaryen,Consumer,False,Standard,LP-184990,,Prepaid,,,True,2025-08-26,Oldtown Harbor,Harbor Ward,White Harbor,Iron Islands,Active
7461,Gilly,Waters,Consumer,False,Loyalty,LP-226076,,Prepaid,,,True,2025-05-24,Oldtown Harbor,North Gate,White Harbor,Crownlands,Active
7462,Tyrion,Targaryen,Consumer,False,Standard,,,Prepaid,,,True,2025-01-21,Citadel Ward,Harbor Ward,Highgarden,The Riverlands,Active
7463,Jaime,Targaryen,Consumer,False,Loyalty,,,Prepaid,,,True,2024-08-15,Market Quarter,East Rampart,King's Landing,The Stormlands,Active
7464,Robb,Dayne,Consumer,False,Loyalty,LP-110299,,Prepaid,,,True,2024-05-30,Citadel Ward,East Rampart,White Harbor,Iron Islands,Active
7465,Robb,Septa,Consumer,False,Loyalty,LP-177704,,Prepaid,,,True,2025-06-04,Harbor Ward,West Market,King's Landing,The Westerlands,Active
7466,Stannis,Flowers,Consumer,False,Standard,,,Prepaid,,,True,2025-04-16,King's Road District,West Market,Gulltown,The Riverlands,Active
7467,Samwell,,Consumer,False,Standard,,,Prepaid,,,True,2024-05-13,King's Road District,West Market,King's Landing,Iron Islands,Active
7468,Podrick,Tully,Consumer,False,Standard,LP-314244,,Prepaid,,,True,2024-12-10,Citadel Ward,South Keep,White Harbor,The North,Active
7469,Sandor,Hill,Consumer,False,Loyalty,LP-796259,,Prepaid,,,True,2025-01-02,Market Quarter,North Gate,Highgarden,The North,Active
7470,Podrick,Snow,Consumer,False,Loyalty,,,Prepaid,,,True,2024-11-05,Citadel Ward,Garden Terrace,Oldtown,The North,Active
7471,Daenerys,Tully,Consumer,False,Standard,,,Prepaid,,,True,2025-01-15,Oldtown Harbor,Garden Terrace,Gulltown,The Reach,Active
7472,Podrick,Targaryen,Consumer,False,Loyalty,LP-112348,,Prepaid,,,True,2024-06-19,Oldtown Harbor,North Gate,White Harbor,The Reach,Active
7473,MISSANDEI ,hightower,Consumer,False,Loyalty,LP-598752,,Prepaid,,,True,2025-03-20,Garden Terrace,Garden Terrace,Highgarden,The Reach,Active
7474,Ellaria,Baratheon,Consumer,False,Loyalty,LP-856481,,Prepaid,,,True,2025-09-09,King's Road District,Garden Terrace,Oldtown,The Riverlands,Active
7475,Theon,Mormont,Consumer,False,Loyalty,LP-796608,,Prepaid,,,True,2024-08-19,Garden Terrace,East Rampart,King's Landing,The Westerlands,Active
7476,Gendry,Tyrell,Consumer,False,Loyalty,,,Prepaid,,,True,2024-07-20,King's Road District,South Keep,Oldtown,The Stormlands,Active
7477,Lyanna,Tarly,Consumer,False,Loyalty,,,Prepaid,,,True,2024-04-24,Harbor Ward,East Rampart,Lannisport,The Reach,Active
7478,Olenna,Dayne,Consumer,False,Loyalty,LP-198159,,Prepaid,,,True,2025-03-24,Garden Terrace,Garden Terrace,White Harbor,The Reach,Active
7479,Daenerys,Karstark,Consumer,False,Loyalty,LP-397435,,Prepaid,,,True,2024-06-22,Market Quarter,Harbor Ward,Highgarden,The Westerlands,Active
7480,Gilly,Mormont,Consumer,False,Standard,LP-956085,,Prepaid,,,True,2024-08-17,Garden Terrace,North Gate,White Harbor,The Vale,Active
7481,Gilly,Baratheon,Consumer,False,Standard,LP-623245,,Prepaid,,,True,2024-10-23,Garden Terrace,Garden Terrace,Gulltown,The North,Active
7482,Sansa,,Consumer,False,Standard,LP-617913,,Prepaid,,,True,2024-09-07,Oldtown Harbor,Garden Terrace,White Harbor,Iron Islands,Active
7483,Gilly,Tyrell,Consumer,False,Standard,,,Prepaid,,,True,2024-05-10,Garden Terrace,Harbor Ward,Gulltown,The North,Active
7484,Gilly,,Consumer,False,Standard,,,Prepaid,,,True,2025-06-25,Citadel Ward,East Rampart,Oldtown,The Reach,Active
7485,Margaery,Baratheon,Consumer,False,Loyalty,LP-199953,,Prepaid,,,True,2024-07-08,Garden Terrace,North Gate,Oldtown,The Westerlands,Active
7486,Olenna,Snow,Consumer,False,Standard,,,Prepaid,,,True,2024-07-30,King's Road District,Harbor Ward,King's Landing,Dorne,Active
7487,Gendry,Royce,Consumer,False,Loyalty,,,Prepaid,,,True,2024-11-13,Market Quarter,Garden Terrace,Highgarden,The Vale,Active
7488,Olenna,Tarly,Consumer,False,Loyalty,LP-663551,,Prepaid,,,True,2024-10-20,Market Quarter,North Gate,Oldtown,Crownlands,Active
7489,Stannis,Tully,Consumer,False,Loyalty,LP-422727,,Prepaid,,,True,2025-05-17,Citadel Ward,Garden Terrace,Gulltown,The Stormlands,Active
7490,Gendry,,Consumer,False,Loyalty,,,Prepaid,,,True,2025-08-30,Oldtown Harbor,Garden Terrace,Highgarden,The North,Active
7491,Robb,Baratheon,Consumer,False,Standard,LP-333852,,Prepaid,,,True,2025-01-11,Citadel Ward,Garden Terrace,Lannisport,Dorne,Active
7492,Gilly,Storm,Consumer,False,Standard,,,Prepaid,,,True,2024-12-06,Citadel Ward,Harbor Ward,Lannisport,The North,Active
7493,Olenna,Hightower,Consumer,False,Loyalty,LP-697391,,Prepaid,,,True,2024-08-21,Garden Terrace,West Market,Gulltown,The Westerlands,Active
7494,Theon,Stark,Consumer,False,Loyalty,LP-670383,,Prepaid,,,True,2025-08-14,King's Road District,West Market,Lannisport,The Reach,Active
7495,Grey,Septa,Consumer,False,Loyalty,LP-598172,,Prepaid,,,True,2024-07-11,Market Quarter,North Gate,Gulltown,The Vale,Active
7496,JON ,none,Consumer,False,Standard,LP-533990,,Prepaid,,,True,2025-02-13,Garden Terrace,Harbor Ward,Highgarden,Crownlands,Active
7497,Yara,Stark,Consumer,False,Loyalty,,,Prepaid,,,True,2024-05-02,Harbor Ward,Harbor Ward,Lannisport,The Westerlands,Active
7498,Bran,Manderly,Consumer,False,Loyalty,LP-980428,,Prepaid,,,True,2024-05-28,King's Road District,Harbor Ward,White Harbor,Iron Islands,Active
7499,Robb,Tarly,Consumer,False,Standard,LP-433894,,Prepaid,,,True,2024-08-19,Harbor Ward,East Rampart,White Harbor,Crownlands,Active
7500,Eddard,Hightower,Consumer,False,Loyalty,,,Prepaid,,,True,2024-05-09,King's Road District,West Market,Lannisport,The North,Active
7501,Gendry,Payne,Consumer,False,Standard,LP-367565,,Prepaid,,,True,2025-08-11,King's Road District,East Rampart,Lannisport,The Vale,Active
7502,Samwell,Hill,Consumer,False,Loyalty,,,Prepaid,,,True,2024-10-13,Harbor Ward,West Market,Gulltown,The Riverlands,Active
7503,Missandei,,Consumer,False,Loyalty,LP-310455,,Prepaid,,,True,2025-02-07,Oldtown Harbor,Harbor Ward,Oldtown,The Reach,Active
7504,Brienne,Storm,Consumer,False,Loyalty,LP-139377,,Prepaid,,,True,2025-03-08,Harbor Ward,Garden Terrace,White Harbor,The Vale,Active
7505,Samwell,Targaryen,Consumer,False,Standard,LP-442999,,Prepaid,,,True,2024-08-31,King's Road District,South Keep,Oldtown,Dorne,Active
7506,Stannis,Septa,Consumer,False,Standard,,,Prepaid,,,True,2025-02-19,Harbor Ward,East Rampart,Gulltown,The Stormlands,Active
7507,Robb,Waters,Consumer,False,Loyalty,LP-402135,,Prepaid,,,True,2025-06-09,Market Quarter,South Keep,Highgarden,The Stormlands,Active
7508,Ellaria,Septa,Consumer,False,Standard,LP-535023,,Prepaid,,,True,2024-12-07,Citadel Ward,Harbor Ward,Lannisport,The Riverlands,Active
7509,Eddard,Arryn,Consumer,False,Standard,LP-721356,,Prepaid,,,True,2024-08-24,Market Quarter,East Rampart,Oldtown,The Stormlands,Active
7510,Brienne,Waters,Consumer,False,Standard,,,Prepaid,,,True,2025-08-04,Garden Terrace,North Gate,King's Landing,Crownlands,Active
7511,Lyanna,Storm,Consumer,False,Loyalty,LP-297095,,Prepaid,,,True,2024-08-07,Market Quarter,East Rampart,White Harbor,The Riverlands,Active
7512,Oberyn,Stark,Consumer,False,Loyalty,LP-347484,,Prepaid,,,True,2025-07-31,Citadel Ward,North Gate,Lannisport,The Riverlands,Active
7513,Sandor,Bolton,Consumer,False,Loyalty,,,Prepaid,,,True,2025-05-20,Citadel Ward,Garden Terrace,White Harbor,The Riverlands,Active
7514,Ned,Payne,Consumer,False,Loyalty,LP-567155,,Prepaid,,,True,2024-08-23,Citadel Ward,East Rampart,Gulltown,Dorne,Active
7515,Stannis,Stark,Consumer,False,Loyalty,,,Prepaid,,,True,2025-03-12,Citadel Ward,South Keep,Lannisport,The North,Active
7516,Samwell,Targaryen,Consumer,False,Standard,,,Prepaid,,,True,2025-01-18,Citadel Ward,Harbor Ward,Lannisport,The Westerlands,Active
7517,Gilly,Hightower,Consumer,False,Loyalty,LP-621132,,Prepaid,,,True,2024-06-18,Harbor Ward,Harbor Ward,King's Landing,The Westerlands,Active
7518,OLENNA ,waters,Consumer,False,Loyalty,,,Prepaid,,,True,2025-04-20,Citadel Ward,East Rampart,Oldtown,The Reach,Active
7519,Catelyn,Mormont,Consumer,False,Standard,LP-455589,,Prepaid,,,True,2025-09-22,Oldtown Harbor,East Rampart,King's Landing,The Vale,Active
7520,Lyanna,Karstark,Consumer,False,Loyalty,,,Prepaid,,,True,2024-11-08,Garden Terrace,Garden Terrace,White Harbor,Iron Islands,Active
7521,Tyrion,Seaworth,Consumer,False,Standard,LP-205021,,Prepaid,,,True,2024-11-04,King's Road District,North Gate,King's Landing,Dorne,Active
7522,Cersei,Manderly,Consumer,False,Standard,,,Prepaid,,,True,2025-09-17,Citadel Ward,West Market,Gulltown,The Stormlands,Active
7523,Yara,Hightower,Consumer,False,Loyalty,,,Prepaid,,,True,2025-07-10,King's Road District,East Rampart,King's Landing,Dorne,Active
7524,Jon,Hill,Consumer,False,Loyalty,LP-260958,,Prepaid,,,True,2024-05-26,Oldtown Harbor,North Gate,King's Landing,The Stormlands,Active
7525,Jon,Bolton,Consumer,False,Loyalty,LP-834588,,Prepaid,,,True,2025-01-17,Garden Terrace,Garden Terrace,Gulltown,The Stormlands,Active
7526,Gilly,Hightower,Consumer,False,Standard,LP-828859,,Prepaid,,,True,2025-03-19,Garden Terrace,Harbor Ward,Lannisport,Dorne,Active
7527,Cersei,Stark,Consumer,False,Standard,LP-185543,,Prepaid,,,True,2025-08-04,Citadel Ward,Harbor Ward,Highgarden,Dorne,Active
7528,Samwell,Lannister,Consumer,False,Standard,LP-141054,,Prepaid,,,True,2024-09-09,Oldtown Harbor,West Market,White Harbor,The Westerlands,Active
7529,Yara,Rivers,Consumer,False,Standard,LP-780207,,Prepaid,,,True,2025-01-29,Oldtown Harbor,North Gate,Highgarden,Crownlands,Active
7530,Missandei,Dayne,Consumer,False,Standard,LP-325695,,Prepaid,,,True,2025-07-16,Oldtown Harbor,West Market,King's Landing,Dorne,Active
7531,Sandor,Storm,Consumer,False,Loyalty,LP-949177,,Prepaid,,,True,2024-12-24,Market Quarter,North Gate,Lannisport,The Stormlands,Active
7532,Ned,Septa,Consumer,False,Standard,,,Prepaid,,,True,2024-12-29,King's Road District,North Gate,White Harbor,The Reach,Active
7533,Arya,Targaryen,Consumer,False,Standard,LP-141756,,Prepaid,,,True,2025-03-29,Citadel Ward,West Market,Gulltown,The Riverlands,Active
7534,Ellaria,Lannister,Consumer,False,Loyalty,,,Prepaid,,,True,2025-02-07,Market Quarter,North Gate,Lannisport,Dorne,Active
7535,Missandei,Martell,Consumer,False,Standard,,,Prepaid,,,True,2025-06-22,Garden Terrace,South Keep,Lannisport,The Vale,Active
7536,Jon,Greyjoy,Consumer,False,Standard,LP-460733,,Prepaid,,,True,2025-05-22,Market Quarter,Harbor Ward,King's Landing,The Reach,Active
7537,Olenna,Karstark,Consumer,False,Loyalty,,,Prepaid,,,True,2025-08-16,Garden Terrace,West Market,Oldtown,Dorne,Active
7538,Lyanna,Sand,Consumer,False,Standard,LP-596496,,Prepaid,,,True,2025-03-16,Citadel Ward,Harbor Ward,White Harbor,The North,Active
7539,Jorah,Rivers,Consumer,False,Standard,,,Prepaid,,,True,2024-08-25,Harbor Ward,North Gate,White Harbor,The Riverlands,Active
7540,Sandor,Targaryen,Consumer,False,Standard,LP-349138,,Prepaid,,,True,2025-02-06,Harbor Ward,Garden Terrace,Oldtown,The Vale,Active
7541,Arya,Tully,Consumer,False,Standard,LP-168165,,Prepaid,,,True,2025-06-29,Garden Terrace,Garden Terrace,Oldtown,Crownlands,Active
7542,Podrick,Tully,Consumer,False,Standard,LP-431026,,Prepaid,,,True,2025-06-06,Garden Terrace,East Rampart,Highgarden,Iron Islands,Active
7543,Robb,Septa,Consumer,False,Standard,,,Prepaid,,,True,2025-01-22,Oldtown Harbor,North Gate,Highgarden,Dorne,Active
7544,Sansa,Targaryen,Consumer,False,Standard,LP-823789,,Prepaid,,,True,2024-06-26,Citadel Ward,North Gate,Gulltown,Crownlands,Active
7545,DAENERYS ,seaworth,Consumer,False,Standard,,,Prepaid,,,True,2025-07-03,Harbor Ward,East Rampart,White Harbor,The Reach,Active
7546,Eddard,Storm,Consumer,False,Standard,,,Prepaid,,,True,2024-12-09,Market Quarter,West Market,Gulltown,The Reach,Active
7547,Gendry,Tully,Consumer,False,Loyalty,LP-101341,,Prepaid,,,True,2025-05-16,Oldtown Harbor,South Keep,Gulltown,Iron Islands,Active
7548,Stannis,Dayne,Consumer,False,Loyalty,,,Prepaid,,,True,2024-10-09,King's Road District,South Keep,King's Landing,The Riverlands,Active
7549,Brienne,Karstark,Consumer,False,Loyalty,,,Prepaid,,,True,2024-05-06,King's Road District,West Market,Highgarden,The Vale,Active
7550,Arya,Tarly,Consumer,False,Loyalty,LP-533769,,Prepaid,,,True,2024-09-21,Oldtown Harbor,Harbor Ward,Oldtown,Crownlands,Active
7551,Samwell,Karstark,Consumer,False,Standard,,,Prepaid,,,True,2025-04-13,King's Road District,East Rampart,White Harbor,The Westerlands,Active
7552,Gendry,Waters,Consumer,False,Loyalty,,,Prepaid,,,True,2025-07-17,Harbor Ward,Harbor Ward,Highgarden,Dorne,Active
7553,Cersei,Septa,Consumer,False,Standard,,,Prepaid,,,True,2024-04-30,Market Quarter,West Market,Gulltown,Crownlands,Active
7554,Grey,Sand,Consumer,False,Loyalty,LP-650195,,Prepaid,,,True,2025-06-27,Harbor Ward,East Rampart,Lannisport,The North,Active
7555,Tyrion,Rivers,Consumer,False,Standard,LP-914175,,Prepaid,,,True,2024-05-14,Market Quarter,East Rampart,White Harbor,Crownlands,Active
7556,Davos,Rivers,Consumer,False,Loyalty,LP-246528,,Prepaid,,,True,2025-08-04,Oldtown Harbor,West Market,Highgarden,The Stormlands,Active
7557,Stannis,Greyjoy,Consumer,False,Standard,LP-299291,,Prepaid,,,True,2024-06-14,Harbor Ward,South Keep,Oldtown,The Stormlands,Active
7558,Daenerys,,Consumer,False,Loyalty,,,Prepaid,,,True,2024-11-03,Garden Terrace,North Gate,Highgarden,Crownlands,Active
7559,Eddard,Stark,Consumer,False,Standard,LP-696646,,Prepaid,,,True,2024-11-18,Market Quarter,North Gate,Oldtown,Iron Islands,Active
7560,Arya,Mormont,Consumer,False,Loyalty,,,Prepaid,,,True,2025-06-09,King's Road District,Harbor Ward,Oldtown,The Stormlands,Active
7561,Oberyn,Sand,Consumer,False,Standard,,,Prepaid,,,True,2025-07-08,Harbor Ward,North Gate,White Harbor,The Riverlands,Active
7562,Samwell,Septa,Consumer,False,Loyalty,LP-717590,,Prepaid,,,True,2024-08-02,Market Quarter,Garden Terrace,King's Landing,Dorne,Active
7563,Ellaria,Tyrell,Consumer,False,Standard,LP-770841,,Prepaid,,,True,2025-02-07,Garden Terrace,South Keep,Oldtown,The Vale,Active
7564,Eddard,Snow,Consumer,False,Standard,,,Prepaid,,,True,2024-06-20,King's Road District,East Rampart,King's Landing,The Riverlands,Active
7565,Jaime,Pyke,Consumer,False,Standard,LP-373112,,Prepaid,,,True,2025-05-27,Market Quarter,East Rampart,Highgarden,The North,Active
7566,Oberyn,Targaryen,Consumer,False,Standard,LP-858177,,Prepaid,,,True,2024-11-20,Oldtown Harbor,Harbor Ward,Gulltown,Crownlands,Active
7567,Gilly,Baratheon,Consumer,False,Loyalty,,,Prepaid,,,True,2025-05-02,King's Road District,West Market,Highgarden,The Stormlands,Active
7568,Tyrion,Manderly,Consumer,False,Standard,,,Prepaid,,,True,2025-04-29,Harbor Ward,Harbor Ward,Gulltown,The Riverlands,Active
7569,Oberyn,Karstark,Consumer,False,Loyalty,,,Prepaid,,,True,2024-11-08,Garden Terrace,Harbor Ward,Gulltown,The Vale,Active
7570,Podrick,Pyke,Consumer,False,Standard,LP-552142,,Prepaid,,,True,2025-05-09,King's Road District,East Rampart,Lannisport,Crownlands,Active
7571,Cersei,Seaworth,Consumer,False,Standard,LP-329643,,Prepaid,,,True,2024-06-22,King's Road District,South Keep,Highgarden,Crownlands,Active
7572,Podrick,Rivers,Consumer,False,Standard,,,Prepaid,,,True,2024-11-30,Citadel Ward,Garden Terrace,King's Landing,The Stormlands,Active
7573,Theon,Royce,Consumer,False,Standard,LP-319521,,Prepaid,,,True,2024-05-22,Oldtown Harbor,North Gate,Gulltown,Dorne,Active
7574,Cersei,Pyke,Consumer,False,Loyalty,,,Prepaid,,,True,2025-04-02,Citadel Ward,South Keep,Gulltown,Crownlands,Active
7575,Oberyn,Martell,Consumer,False,Standard,LP-191720,,Prepaid,,,True,2024-07-30,Citadel Ward,Harbor Ward,Oldtown,The North,Active
7576,Bran,Rivers,Consumer,False,Loyalty,LP-348106,,Prepaid,,,True,2024-10-02,King's Road District,North Gate,Oldtown,The North,Active
7577,Arya,Pyke,Consumer,False,Standard,,,Prepaid,,,True,2025-09-07,King's Road District,Harbor Ward,King's Landing,The Stormlands,Active
7578,Catelyn,Waters,Consumer,False,Standard,,,Prepaid,,,True,2024-09-01,Market Quarter,East Rampart,Gulltown,Iron Islands,Active
7579,Davos,Payne,Consumer,False,Standard,LP-888935,,Prepaid,,,True,2025-05-12,Citadel Ward,Garden Terrace,Highgarden,Crownlands,Active
7580,Samwell,Mormont,Consumer,False,Standard,LP-613555,,Prepaid,,,True,2025-07-06,Market Quarter,South Keep,White Harbor,Dorne,Active
7581,Samwell,Baratheon,Consumer,False,Loyalty,LP-380138,,Prepaid,,,True,2024-05-16,Harbor Ward,East Rampart,Oldtown,The Vale,Active
7582,Oberyn,Tully,Consumer,False,Standard,LP-973932,,Prepaid,,,True,2024-07-02,Citadel Ward,Harbor Ward,King's Landing,Dorne,Active
7583,Jorah,Seaworth,Consumer,False,Loyalty,LP-193557,,Prepaid,,,True,2025-03-23,Garden Terrace,East Rampart,King's Landing,The Riverlands,Active
7584,Oberyn,Mormont,Consumer,False,Standard,LP-385745,,Prepaid,,,True,2025-03-28,King's Road District,Garden Terrace,Oldtown,The Stormlands,Active
7585,Yara,Tully,Consumer,False,Standard,LP-975981,,Prepaid,,,True,2024-07-28,Oldtown Harbor,South Keep,Highgarden,The Vale,Active
7586,Missandei,Seaworth,Consumer,False,Standard,LP-228328,,Prepaid,,,True,2025-05-29,Citadel Ward,Garden Terrace,Lannisport,The Reach,Active
7587,Arya,Hightower,Consumer,False,Loyalty,,,Prepaid,,,True,2024-11-15,Oldtown Harbor,West Market,Gulltown,Crownlands,Active
7588,Gilly,Pyke,Consumer,False,Loyalty,LP-372923,,Prepaid,,,True,2024-08-20,Harbor Ward,North Gate,Highgarden,The North,Active
7589,Lyanna,,Consumer,False,Standard,LP-156398,,Prepaid,,,True,2025-07-04,King's Road District,North Gate,White Harbor,The Westerlands,Active
7590,Sansa,Hill,Consumer,False,Standard,,,Prepaid,,,True,2025-07-21,King's Road District,North Gate,White Harbor,The Riverlands,Active
7591,Robb,Stark,Consumer,False,Loyalty,,,Prepaid,,,True,2025-03-21,Harbor Ward,South Keep,Oldtown,The Reach,Active
7592,Robb,Karstark,Consumer,False,Standard,,,Prepaid,,,True,2025-07-13,Harbor Ward,South Keep,King's Landing,The Stormlands,Active
7593,Grey,Septa,Consumer,False,Loyalty,LP-619744,,Prepaid,,,True,2025-06-07,Oldtown Harbor,North Gate,White Harbor,The Stormlands,Active
7594,Sandor,Tyrell,Consumer,False,Standard,,,Prepaid,,,True,2025-03-14,King's Road District,Garden Terrace,King's Landing,Dorne,Active
7595,Margaery,Greyjoy,Consumer,False,Loyalty,,,Prepaid,,,True,2025-08-24,Garden Terrace,Garden Terrace,Gulltown,The Riverlands,Active
7596,Bran,Manderly,Consumer,False,Standard,LP-212446,,Prepaid,,,True,2025-03-28,King's Road District,East Rampart,Lannisport,The Riverlands,Active
7597,Stannis,Tully,Consumer,False,Standard,LP-682473,,Prepaid,,,True,2025-09-03,King's Road District,Garden Terrace,King's Landing,Crownlands,Active
7598,Ellaria,Baratheon,Consumer,False,Standard,,,Prepaid,,,True,2024-12-31,Market Quarter,North Gate,Oldtown,The Westerlands,Active
7599,Ned,Seaworth,Consumer,False,Loyalty,,,Prepaid,,,True,2024-12-08,Citadel Ward,North Gate,Lannisport,The Stormlands,Active
7600,Arya,Waters,Consumer,False,Standard,LP-512585,,Prepaid,,,True,2024-06-08,Oldtown Harbor,North Gate,Oldtown,The Stormlands,Active
7601,Bran,Stark,Consumer,False,Standard,LP-673798,,Prepaid,,,True,2024-07-25,Harbor Ward,South Keep,Lannisport,The Riverlands,Active
7602,Tyrion,Arryn,Consumer,False,Standard,LP-637926,,Prepaid,,,True,2025-09-17,Oldtown Harbor,East Rampart,White Harbor,Iron Islands,Active
7603,Gilly,Waters,Consumer,False,Standard,,,Prepaid,,,True,2025-06-12,Citadel Ward,Harbor Ward,Gulltown,The Vale,Active
7604,SANSA ,arryn,Consumer,False,Standard,LP-556668,,Prepaid,,,True,2024-04-23,Garden Terrace,Harbor Ward,Oldtown,Iron Islands,Active
7605,Sandor,Bolton,Consumer,False,Loyalty,,,Prepaid,,,True,2025-01-25,Market Quarter,Harbor Ward,Highgarden,The Reach,Active
7606,Ned,Dayne,Consumer,False,Standard,LP-249858,,Prepaid,,,True,2024-11-24,Garden Terrace,Harbor Ward,Highgarden,Dorne,Active
7607,Margaery,Lannister,Consumer,False,Loyalty,,,Prepaid,,,True,2024-08-04,Garden Terrace,Harbor Ward,Oldtown,Dorne,Active
7608,Margaery,Stark,Consumer,False,Standard,,,Prepaid,,,True,2024-10-08,King's Road District,North Gate,King's Landing,The Riverlands,Active
7609,Jon,Tarly,Consumer,False,Loyalty,LP-649965,,Prepaid,,,True,2025-06-08,Harbor Ward,East Rampart,Lannisport,Iron Islands,Active
7610,Jorah,Manderly,Consumer,False,Loyalty,LP-757210,,Prepaid,,,True,2024-07-22,Market Quarter,Harbor Ward,Highgarden,Crownlands,Active
7611,Daenerys,Baratheon,Consumer,False,Loyalty,LP-329961,,Prepaid,,,True,2025-08-22,Harbor Ward,West Market,Highgarden,The Stormlands,Active
7612,Margaery,Royce,Consumer,False,Standard,LP-222473,,Prepaid,,,True,2024-05-09,Oldtown Harbor,East Rampart,Gulltown,The Vale,Active
7613,Catelyn,Targaryen,Consumer,False,Loyalty,LP-750493,,Prepaid,,,True,2025-03-24,Citadel Ward,Harbor Ward,Gulltown,Crownlands,Active
